scrape_session_id,scrape_datetime,store_name,basket_item_id,canonical_name,product_url,product_title_raw,price_raw,unit_price_raw,price_block_raw,price_context_raw,availability_raw,status
20260520_131701,2026-05-20 13:55:03,Sam's Club,236,"oats, rolled, organic, bobs red mill",https://www.samsclub.com/ip/Bob-s-Red-Mill-Organic-Old-Fashioned-Rolled-Oats-56-oz/13613554444,"Bob's Red Mill Organic Old Fashioned Rolled Oats, 56 oz.",$8.48,$0.15/oz,$8.48 $0.15/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:00:34,Sam's Club,242,spaghetti,https://www.samsclub.com/ip/Member-s-Mark-Spaghetti-Pasta-Pantry-Pack-1-lb-6-pk/17863853694,"Member's Mark Spaghetti Pasta Pantry Pack, 1 lb., 6 pk.",$5.48,$0.91/lb,$5.48 $0.91/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 14:04:57,Sam's Club,243,"bread, white",https://www.samsclub.com/ip/Bimbo-Soft-White-Bread-Family-Pack-20-oz-2-pk/13863450224,"Bimbo Soft White Bread Family Pack 20 oz., 2 pk.",$3.94,$0.10/oz,$3.94 $0.10/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:09:06,Sam's Club,244,"bread, sourdough, bakery, sliced",https://www.samsclub.com/ip/Member-s-Mark-Sliced-Sourdough-Bread-23-oz/19889423455,"Member's Mark Sliced Sourdough Bread, 23 oz.",$3.96,$0.17/oz,$3.96 $0.17/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:12:04,Sam's Club,245,"bread, whole wheat, sliced",https://www.samsclub.com/ip/Nature-s-Own-100-Whole-Wheat-Bread-20-oz-2-pk/13621757683,"Nature's Own 100% Whole Wheat Bread 20 oz., 2 pk.",$5.83,$0.15/oz,$5.83 $0.15/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:16:45,Sam's Club,246,bagels,https://www.samsclub.com/ip/Thomas-Plain-Bagels-12-pk/19599173494,"Thomas' Plain Bagels, 12 pk.",$6.78,$0.19/oz,$6.78 $0.19/oz,standard_price,out_of_stock,success
20260520_131701,2026-05-20 14:21:14,Sam's Club,248,"bagels, bakery",https://www.samsclub.com/ip/Member-s-Mark-Plain-Sliced-Bagels-6-ct/13580074626,"Member's Mark Plain Sliced Bagels, 6 ct.",$3.74,$0.62/ea,$3.74 $0.62/ea,standard_price,in_stock,success
20260520_131701,2026-05-20 14:26:10,Sam's Club,249,"buns, hot dog",https://www.samsclub.com/ip/Mrs-Baird-s-Hot-Dog-Buns-16-ct/13863850591,Mrs. Baird's Hot Dog Buns 16 ct.,$3.98,$0.62/ea,$3.98,standard_price,in_stock,success
20260520_131701,2026-05-20 14:31:35,Sam's Club,250,"buns, hot dog, brioche",https://www.samsclub.com/ip/Member-s-Mark-Sliced-Brioche-Slider-Buns-24-ct/13739112890,"Member's Mark Sliced Brioche Slider Buns, 24 ct.",$6.98,$0.29/ea,$6.98 $0.29/ea,standard_price,in_stock,success
20260520_131701,2026-05-20 14:36:28,Sam's Club,251,"rolls, sweet hawaiian",https://www.samsclub.com/ip/King-s-Hawaiian-Original-Dinner-Rolls-32-ct/14176673620,King's Hawaiian Original Dinner Rolls 32 ct.,$6.68,$0.21/oz,$6.68 $0.21/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:40:14,Sam's Club,254,"cereal, frosted flakes",https://www.samsclub.com/ip/Frosted-Flakes-Cereal-55-oz/15470619771,"Frosted Flakes Cereal, 55 oz.",$7.88,$0.14/oz,$7.88 $0.14/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:45:07,Sam's Club,257,"cereal, honey nut o, cheerios",https://www.samsclub.com/ip/Honey-Nut-Cheerios-Cereal-48-oz/1600048665,"Honey Nut Cheerios Cereal, 48 oz.",$7.64,$0.16/oz,$7.64 $0.16/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:49:28,Sam's Club,258,"granola, chocolate",https://www.samsclub.com/ip/Nature-s-Path-Love-Crunch-Organic-Dark-Chocolate-Red-Berries-Granola-32-oz/13887254713,"Nature's Path Love Crunch Organic Dark Chocolate & Red Berries Granola, 32 oz.",$10.68,$0.33/oz,$10.68 $0.33/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 14:51:50,Sam's Club,259,"granola, chocolate, purely elizabeth",https://www.samsclub.com/ip/Purely-Elizabeth-Vanilla-Chocolate-Chip-Ancient-Grain-Granola-24-oz/17577851521,"Purely Elizabeth Vanilla Chocolate Chip Ancient Grain Granola, 24 oz.",$9.98,$0.42/oz,$9.98 $0.42/oz,standard_price,out_of_stock,success
20260520_131701,2026-05-20 14:54:49,Sam's Club,265,"mac and cheese, kraft",https://www.samsclub.com/ip/Kraft-Easy-Mac-Original-Flavor-Single-Serve-Pouches-18-pk/2100067149,Kraft Easy Mac Original Flavor Single-Serve Pouches 18 pk.,$6.98,$0.39/ea,$6.98 $0.39/ea,standard_price,in_stock,success
20260520_131701,2026-05-20 14:59:41,Sam's Club,273,pinto beans,https://www.samsclub.com/ip/Member-s-Mark-Pinto-Beans-12-lbs/13896812396,Member's Mark Pinto Beans 12 lbs.,$8.98,$0.75/lb,$8.98 $0.75/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 15:09:13,Sam's Club,290,"cookies, chocolate chips",https://www.samsclub.com/ip/Member-s-Mark-Chocolate-Chunk-Cookies-18-ct/13589459069,"Member's Mark Chocolate Chunk Cookies, 18 ct.",$7.48,$0.42/ea,$7.48 $0.42/ea,standard_price,in_stock,success
20260520_131701,2026-05-20 15:14:15,Sam's Club,298,"candy bar mix, mini, mars",https://www.samsclub.com/ip/Mars-Milk-Chocolate-Variety-Pack-Candy-145-pcs/13765656540,"Mars Milk Chocolate Variety Pack Candy, 145 pcs.",$22.68,$0.16/ea,$22.68 $0.16/ea,standard_price,out_of_stock,success
20260520_131701,2026-05-20 15:19:29,Sam's Club,300,"sour patch kids and swedish fish mini soft & chewy candy variety, bulk candy, 80 snack packs",https://www.samsclub.com/ip/SOUR-PATCH-KIDS-and-SWEDISH-FISH-Candy-Fun-Size-200-pk/13900857865,"SOUR PATCH KIDS and SWEDISH FISH Candy, Fun Size, 200 pk.",$19.62,$0.10/ea,$19.62 $0.10/ea,standard_price,out_of_stock,success
20260520_131701,2026-05-20 15:21:44,Sam's Club,301,"peanut butter, creamy",https://www.samsclub.com/ip/Member-s-Mark-Natural-Creamy-Peanut-Butter-40-oz-2-pk/7874219579,"Member's Mark Natural Creamy Peanut Butter, 40 oz., 2 pk.",$7.78,$0.10/oz,$7.78 $0.10/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:26:47,Sam's Club,303,"almond butter, no sugar",https://www.samsclub.com/ip/Member-s-Mark-Almond-Butter-24-oz/7874214200,"Member's Mark Almond Butter, 24 oz.",$8.78,$0.37/oz,$8.78 $0.37/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:31:42,Sam's Club,305,"dr pepper zero, cans",https://www.samsclub.com/ip/Dr-Pepper-Zero-Sugar-Soda-12-fl-oz-35-pk/13607913674,"Dr Pepper Zero Sugar Soda, 12 fl. oz., 35 pk.",$18.48,,$18.48,standard_price,in_stock,success
20260520_131701,2026-05-20 15:34:10,Sam's Club,312,"walnuts, shelled",https://www.samsclub.com/ip/Member-s-Mark-Natural-Shelled-Walnuts-48-oz/13758664374,"Member's Mark Natural Shelled Walnuts, 48 oz.",$12.72,$0.27/oz,Now $12.72,discounted,in_stock,success
20260520_131701,2026-05-20 15:37:09,Sam's Club,313,almonds,https://www.samsclub.com/ip/Member-s-Mark-Whole-Natural-Almonds-48-oz/18264466135,"Member's Mark Whole Natural Almonds, 48 oz.",$12.98,$0.27/oz,$12.98 $0.27/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:39:50,Sam's Club,314,"pecan, shelled",https://www.samsclub.com/ip/Member-s-Mark-Natural-Pecan-Halves-32-oz/7874220233,"Member's Mark Natural Pecan Halves, 32 oz.",$14.98,$0.47/oz,$14.98 $0.47/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:44:50,Sam's Club,315,"turmeric, ground",https://www.samsclub.com/ip/Member-s-Mark-Ground-Turmeric-20-oz/13590169266,"Member's Mark Ground Turmeric, 20 oz.",$7.98,$0.40/oz,$7.98 $0.40/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:49:16,Sam's Club,316,"turmeric, ground, organic",https://www.samsclub.com/ip/Member-s-Mark-Organic-Ground-Turmeric-9-5-oz/13636265931,"Member's Mark Organic Ground Turmeric, 9.5 oz.",$5.54,$0.58/oz,$5.54 $0.58/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:54:19,Sam's Club,317,"cinnamon, ground",https://www.samsclub.com/ip/Member-s-Mark-Ground-Cinnamon-18-oz/13610768224,"Member's Mark Ground Cinnamon, 18 oz.",$7.98,$0.44/oz,$7.98 $0.44/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 15:56:51,Sam's Club,318,"cinnamon, ground, organic",https://www.samsclub.com/ip/Member-s-Mark-Organic-Cinnamon-7-oz/13632105050,"Member's Mark Organic Cinnamon, 7 oz.",$6.18,$0.88/oz,$6.18 $0.88/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 16:02:48,Sam's Club,323,honey,https://www.samsclub.com/ip/Member-s-Mark-Wildflower-Pure-Premium-Honey-48-oz/15006863838,"Member’s Mark Wildflower Pure Premium Honey, 48 oz.",$7.98,$0.17/oz,$7.98 $0.17/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 16:07:54,Sam's Club,332,"sour cream, daisy",https://www.samsclub.com/ip/Daisy-Brand-Pure-and-Natural-Sour-Cream-48-oz/13581873793,"Daisy Brand Pure and Natural Sour Cream, 48 oz.",$5.54,$1.85/lb,$5.54 $1.85/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 16:12:30,Sam's Club,340,"oil, olive, extra virgin",https://www.samsclub.com/ip/Member-s-Mark-Extra-Virgin-Olive-Oil-101-fl-oz/7874200285,"Member's Mark Extra Virgin Olive Oil, 101 fl. oz.",$15.48,,Now $15.48,discounted,in_stock,success
20260520_131701,2026-05-20 16:16:21,Sam's Club,346,zucchini,https://www.samsclub.com/ip/Organic-Zucchini-Squash-3-5-lbs/13660155711,"Organic Zucchini Squash, 3.5 lbs.",$6.26,$1.79/lb,$6.26 $1.79/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 16:24:03,Sam's Club,350,tangerine,https://www.samsclub.com/ip/Clementine-Mandarins-5-lbs/13561616172,"Clementine Mandarins, 5 lbs.",$6.77,$1.35/lb,$6.77 $1.35/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 16:29:59,Sam's Club,351,grapes,https://www.samsclub.com/ip/Green-Seedless-Grapes-3-lbs/13773419692,"Green Seedless Grapes, 3 lbs.",$7.87,$2.62/lb,$7.87 $2.62/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 16:35:18,Sam's Club,352,"dates, medjool, natural delights",https://www.samsclub.com/ip/Natural-Delights-Organic-Whole-Medjool-Dates-2-lbs/13622255422,"Natural Delights Organic Whole Medjool Dates, 2 lbs.",$9.95,$4.97/lb,$9.95 $4.97/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 16:39:22,Sam's Club,356,cashews,https://www.samsclub.com/ip/Member-s-Mark-Unsalted-Whole-Cashews-33-oz/7874244450,"Member's Mark Unsalted Whole Cashews, 33 oz.",$14.98,$0.45/oz,$14.98 $0.45/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 16:45:00,Sam's Club,362,salmon,https://www.samsclub.com/ip/Member-s-Mark-Farm-Raised-Skin-On-Atlantic-Salmon-Fillet-priced-per-pound/13908410359,"Member's Mark Farm Raised Skin-On Atlantic Salmon Fillet, priced per pound",$33.91,$10.87/lb,$33.91 $10.87/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 16:49:12,Sam's Club,363,"shrimp, small, frozen",https://www.samsclub.com/ip/Member-s-Mark-Farm-Raised-Large-Raw-Shrimp-Frozen-31-40-ct-per-pound-3-lbs/13939167608,"Member's Mark Farm Raised Large Raw Shrimp, Frozen, 31-40 ct. per pound, 3 lbs.",$20.97,$6.99/lb,Now $20.97,discounted,in_stock,success
20260520_131701,2026-05-20 16:57:46,Sam's Club,366,trout,https://www.samsclub.com/ip/Member-s-Mark-Steelhead-Trout-Fillet-priced-per-pound/13627465199,"Member's Mark Steelhead Trout Fillet, priced per pound",$22.94,$9.76/lb,$22.94 $9.76/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 17:03:39,Sam's Club,367,"feta cheese, block",https://www.samsclub.com/ip/President-Feta-Chunk-Cheese-32-oz/13575722114,"President Feta Chunk Cheese, 32 oz.",$9.76,$0.30/oz,$9.76 $0.30/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 17:08:02,Sam's Club,370,flounder,https://www.samsclub.com/ip/Member-s-Mark-Wild-Caught-Pacific-Flounder-Fillet-Portions-Frozen-3-lbs/13599611487,"Member's Mark Wild Caught Pacific Flounder Fillet Portions, Frozen, 3 lbs.",$17.94,$5.98/lb,$17.94 $5.98/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 17:12:57,Sam's Club,371,"cheese, brie",https://www.samsclub.com/ip/President-Brie-Soft-Ripened-Cheese-19-6-oz/13585824884,President Brie Soft-Ripened Cheese (19.6 oz.),$7.64,$0.39/oz,$7.64 $0.39/oz,standard_price,in_stock,success
20260520_203027,2026-05-20 20:30:27,Sam's Club,279,"pinto beans, canned",https://www.samsclub.com/ip/Bush-s-Pinto-Beans-16-oz-6-pk/3940010809,"Bush's Pinto Beans 16 oz., 6 pk.",$6.38,$1.06/ea,$6.38 $1.06/ea,standard_price,in_stock,success
20260520_203027,2026-05-20 20:34:51,Sam's Club,348,"orange, navel",https://www.samsclub.com/ip/California-Navel-Oranges-8-lbs/13608106019,"California Navel Oranges, 8 lbs.",$7.33,$0.92/lb,$7.33 $0.92/lb,standard_price,in_stock,success
20260520_203027,2026-05-20 20:37:26,Sam's Club,364,cod,https://www.samsclub.com/ip/Member-s-Mark-Wild-Caught-Cod-Fillet-priced-per-pound/13904360383,"Member's Mark Wild Caught Cod Fillet, priced per pound",$29.40,$11.18/lb,$29.40 $11.18/lb,standard_price,in_stock,success
